,name,version,description,keywords,dependencies,devDependencies,communityInterest,downloadsCount,downloadsAcceleration,dependentsCount,quality,popularity,maintenance,maintainers
844,@babel/plugin-proposal-private-methods,7.13.0,This plugin transforms private class methods,['babel-plugin'],"{'@babel/helper-create-class-features-plugin': '^7.13.0', '@babel/helper-plugin-utils': '^7.13.0'}","{'@babel/core': '7.13.0', '@babel/helper-plugin-test-runner': '7.12.13'}",44096,31894040.0,251706.9404870624,95,0.9016778983655862,0.7207881497704028,0.802750576444516,"['292', '277', '293', '294', '295', '296']"
845,@babel/plugin-proposal-unicode-property-regex,7.12.13,Compile Unicode property escapes in Unicode regular expressions to ES5.,"['babel-plugin', 'regex', 'regexp', 'regular expressions', 'unicode properties', 'unicode']","{'@babel/helper-create-regexp-features-plugin': '^7.12.13', '@babel/helper-plugin-utils': '^7.12.13'}","{'@babel/core': '7.12.13', '@babel/helper-plugin-test-runner': '7.12.13'}",43945,45927771.333333336,82691.91925418575,25,0.9016778983655862,0.6884741113235597,0.7973770998649036,"['292', '277', '293', '294', '295', '296']"
846,@babel/helper-create-regexp-features-plugin,7.12.16,Compile ESNext Regular Expressions to ES5,"['babel', 'babel-plugin']","{'@babel/helper-annotate-as-pure': '^7.12.13', 'regexpu-core': '^4.7.1'}","{'@babel/core': '7.12.16', '@babel/helper-plugin-test-runner': '7.12.13'}",44009,45892387.0,162774.81971080665,9,0.8040086849465913,0.6863040633738168,0.8045071066454171,"['292', '277', '293', '294', '295', '296']"
847,regexpu-core,4.7.1,"regexpu’s core functionality (i.e. `rewritePattern(pattern, flag)`), capable of translating ES6 Unicode regular expressions to ES5.","['codegen', 'desugaring', 'ecmascript', 'es5', 'es6', 'harmony', 'javascript', 'refactoring', 'regex', 'regexp', 'regular expressions', 'rewriting', 'syntax', 'transformation', 'transpile', 'transpiler', 'unicode']","{'regenerate': '^1.4.0', 'regenerate-unicode-properties': '^8.2.0', 'regjsgen': '^0.5.1', 'regjsparser': '^0.6.4', 'unicode-match-property-ecmascript': '^1.0.4', 'unicode-match-property-value-ecmascript': '^1.2.0'}","{'codecov': '^3.6.5', 'istanbul': '^0.4.5', 'jsesc': '^2.5.2', 'lodash': '^4.17.15', 'mocha': '^7.1.0', 'regexpu-fixtures': '2.1.4', 'unicode-13.0.0': '^0.8.0'}",74,62266730.333333336,74954.3849885845,121,0.9897753429268381,0.5182650608892122,0.6475583852555981,"['0', '286', '295']"
848,regenerate,1.4.2,Generate JavaScript-compatible regular expressions based on a given set of Unicode symbols or code points.,"['regex', 'regexp', 'javascript', 'unicode', 'generator', 'tool']",,"{'codecov': '^1.0.1', 'grunt': '^0.4.5', 'grunt-shell': '^1.1.1', 'istanbul': '^0.4.3', 'qunit-extras': '^1.1.0', 'qunitjs': '~1.11.0', 'requirejs': '^2.1.15'}",371,48868890.333333336,97122.1912861492,120,0.9893767306672123,0.5508008200386995,0.999894531306083,['0']
849,regenerate-unicode-properties,8.2.0,Regenerate sets for Unicode properties and values.,"['unicode', 'unicode-data', 'regenerate']",{'regenerate': '^1.4.0'},"{'ava': '^3.5.0', 'fs-extra': '^8.1.0', 'jsesc': '^2.5.2', 'unicode-13.0.0': '^0.8.0', 'unicode-canonical-property-names-ecmascript': '^1.0.4'}",18,44646204.0,94018.6099695586,69,0.9554165595786436,0.4780881225212156,0.9998651952945008,['0']
850,regjsgen,0.5.2,Generate regular expressions from regjsparser’s AST.,"['ast', 'generate', 'regex', 'regexp', 'regular expressions']",,"{'codecov': '^3.7.0', 'nyc': '^15.0.1', 'regjsparser': '~0.6.4', 'request': '^2.88.2'}",41,55749752.333333336,92895.63009893458,103,0.888813095530732,0.5055472392937498,0.7997081271364014,['2']
851,regjsparser,0.6.9,Parsing the JavaScript's RegExp in JavaScript.,,{'jsesc': '~0.5.0'},"{'regenerate': '~1.0.1', 'unicode-11.0.0': '^0.7.8'}",91,59427127.666666664,96833.68793759512,117,0.7889938572721859,0.5248373738492287,0.6664897087187598,['571']
852,unicode-match-property-ecmascript,1.0.4,Match a Unicode property or property alias to its canonical property name per the algorithm used for RegExp Unicode property escapes in ECMAScript.,"['unicode', 'unicode properties', 'unicode property aliases']","{'unicode-canonical-property-names-ecmascript': '^1.0.4', 'unicode-property-aliases-ecmascript': '^1.0.4'}",{'ava': '*'},11,46724066.0,110162.67648401821,76,0.9554165595786436,0.47926000837639426,0.9998651952945008,['0']
853,unicode-canonical-property-names-ecmascript,1.0.4,The set of canonical Unicode property names supported in ECMAScript RegExp property escapes.,"['unicode', 'unicode properties']",,{'ava': '*'},11,40787575.333333336,99161.22713089804,66,0.9554165595786436,0.46940286482424765,0.9998651952945008,['0']
854,unicode-property-aliases-ecmascript,1.1.0,Unicode property alias mappings in JavaScript format for property names that are supported in ECMAScript RegExp property escapes.,"['unicode', 'unicode-data', 'alias', 'aliases', 'property alias']",,"{'ava': '*', 'jsesc': '^2.5.2', 'unicode-canonical-property-names-ecmascript': '^1.0.4'}",11,42510287.333333336,80555.90412861493,72,0.9554165595786436,0.4686909871700863,0.9999405727453268,['0']
855,unicode-match-property-value-ecmascript,1.2.0,Match a Unicode property or property alias to its canonical property name per the algorithm used for RegExp Unicode property escapes in ECMAScript.,"['unicode', 'unicode property values', 'unicode property value aliases']",,"{'ava': '*', 'jsesc': '^2.5.2', 'unicode-property-value-aliases-ecmascript': '^1.1.0'}",9,44444870.333333336,77699.64705098938,72,0.9554165595786436,0.4674520284221345,0.9998651952945008,['0']
856,@babel/plugin-syntax-class-properties,7.10.4,Allow parsing of class properties,['babel-plugin'],{'@babel/helper-plugin-utils': '^7.10.4'},{'@babel/core': '^7.10.4'},42739,26433284.333333332,225278.6684741248,61,0.9570680242398103,0.7011184185238247,0.8706048506957691,"['293', '294', '292', '296', '277', '295']"
857,@babel/plugin-syntax-top-level-await,7.12.13,Allow parsing of top-level await in modules,['babel-plugin'],{'@babel/helper-plugin-utils': '^7.12.13'},{'@babel/core': '7.12.13'},43944,42586967.0,156842.83531202434,43,0.9016778983655862,0.7073720267242958,0.7898401455488397,"['292', '277', '293', '294', '295', '296']"
858,@babel/plugin-transform-arrow-functions,7.13.0,Compile ES2015 arrow functions to ES5,['babel-plugin'],{'@babel/helper-plugin-utils': '^7.13.0'},"{'@babel/core': '7.13.0', '@babel/helper-plugin-test-runner': '7.12.13', '@babel/traverse': '7.13.0'}",44100,48258786.666666664,142248.49984779302,101,0.9016778983655862,0.7286149874603229,0.8033645829670717,"['292', '277', '293', '294', '295', '296']"
859,@babel/plugin-transform-async-to-generator,7.13.0,Turn async functions into ES2015 generators,['babel-plugin'],"{'@babel/helper-module-imports': '^7.12.13', '@babel/helper-plugin-utils': '^7.13.0', '@babel/helper-remap-async-to-generator': '^7.13.0'}","{'@babel/core': '7.13.0', '@babel/helper-plugin-test-runner': '7.12.13'}",44097,46627761.333333336,108024.02720700158,159,0.9016778983655862,0.7340742842891512,0.8030303629551133,"['292', '277', '293', '294', '295', '296']"
860,@babel/plugin-transform-block-scoped-functions,7.12.13,Babel plugin to ensure function declarations at the block level are block scoped,['babel-plugin'],{'@babel/helper-plugin-utils': '^7.12.13'},"{'@babel/core': '7.12.13', '@babel/helper-plugin-test-runner': '7.12.13'}",43943,45698549.0,89946.70005707763,28,0.8856333318630274,0.6918719785550601,0.7857376183912294,"['292', '277', '293', '294', '295', '296']"
861,@babel/plugin-transform-block-scoping,7.12.13,Compile ES2015 block scoping (const and let) to ES5,['babel-plugin'],{'@babel/helper-plugin-utils': '^7.12.13'},"{'@babel/core': '7.12.13', '@babel/helper-plugin-test-runner': '7.12.13'}",43944,48124178.0,103897.75410958909,57,0.9016778983655862,0.7098548311536323,0.8070735715770418,"['292', '277', '293', '294', '295', '296']"
862,@babel/plugin-transform-classes,7.13.0,Compile ES2015 classes to ES5,['babel-plugin'],"{'@babel/helper-annotate-as-pure': '^7.12.13', '@babel/helper-function-name': '^7.12.13', '@babel/helper-optimise-call-expression': '^7.12.13', '@babel/helper-plugin-utils': '^7.13.0', '@babel/helper-replace-supers': '^7.13.0', '@babel/helper-split-export-declaration': '^7.12.13', 'globals': '^11.1.0'}","{'@babel/core': '7.13.0', '@babel/helper-plugin-test-runner': '7.12.13'}",44097,49515386.666666664,91358.53403729066,242,0.8927700084853658,0.7448056752202271,0.8030303629551133,"['292', '277', '293', '294', '295', '296']"
863,@babel/plugin-transform-computed-properties,7.13.0,Compile ES2015 computed properties to ES5,['babel-plugin'],{'@babel/helper-plugin-utils': '^7.13.0'},"{'@babel/core': '7.13.0', '@babel/helper-plugin-test-runner': '7.12.13'}",44096,47349768.666666664,119664.1218417047,47,0.9016778983655862,0.7081378744520863,0.802750576444516,"['292', '277', '293', '294', '295', '296']"
864,@babel/plugin-transform-destructuring,7.13.0,Compile ES2015 destructuring to ES5,['babel-plugin'],{'@babel/helper-plugin-utils': '^7.13.0'},"{'@babel/core': '7.13.0', '@babel/helper-plugin-test-runner': '7.12.13'}",44096,49815617.666666664,94946.97813926946,263,0.9016778983655862,0.7482595584007289,0.802750576444516,"['292', '277', '293', '294', '295', '296']"
865,@babel/plugin-transform-dotall-regex,7.12.1,Compile regular expressions using the `s` (`dotAll`) flag to ES5.,"['babel-plugin', 'regex', 'regexp', 'regular expressions', 'dotall']","{'@babel/helper-create-regexp-features-plugin': '^7.12.1', '@babel/helper-plugin-utils': '^7.10.4'}","{'@babel/core': '^7.12.1', '@babel/helper-plugin-test-runner': '7.10.4'}",43302,47289422.333333336,168926.66371765593,15,0.9016778983655862,0.6942259556814061,0.8521119008519067,"['296', '295', '292', '277', '293', '294']"
866,@babel/plugin-transform-duplicate-keys,7.12.13,Compile objects with duplicate keys to valid strict ES5,['babel-plugin'],{'@babel/helper-plugin-utils': '^7.12.13'},"{'@babel/core': '7.12.13', '@babel/helper-plugin-test-runner': '7.12.13'}",43945,44021250.666666664,81004.02408675803,24,0.9016778983655862,0.6859243996492959,0.7878873404844797,"['292', '277', '293', '294', '295', '296']"
867,@babel/plugin-transform-exponentiation-operator,7.12.1,Compile exponentiation operator to ES5,['babel-plugin'],"{'@babel/helper-builder-binary-assignment-operator-visitor': '^7.10.4', '@babel/helper-plugin-utils': '^7.10.4'}","{'@babel/core': '^7.12.1', '@babel/helper-plugin-test-runner': '7.10.4'}",43302,46347236.666666664,172509.50237823447,48,0.8040086849465913,0.7135820036830475,0.8520511318665596,"['296', '295', '292', '277', '293', '294']"
868,@babel/helper-builder-binary-assignment-operator-visitor,7.12.13,Helper function to build binary assignment operator visitors,,"{'@babel/helper-explode-assignable-expression': '^7.12.13', '@babel/types': '^7.12.13'}",,43944,42374247.666666664,65618.85922754946,3,0.9016778983655862,0.6548709911808998,0.6958159129270749,"['292', '277', '293', '294', '295', '296']"
869,@babel/helper-explode-assignable-expression,7.13.0,Helper function to explode an assignable expression,,{'@babel/types': '^7.13.0'},{'@babel/traverse': '7.13.0'},44097,45396878.666666664,106738.86853120237,3,0.9016778983655862,0.6670384607316242,0.8030890109781055,"['292', '277', '293', '294', '295', '296']"
870,@babel/plugin-transform-for-of,7.13.0,Compile ES2015 for...of to ES5,['babel-plugin'],{'@babel/helper-plugin-utils': '^7.13.0'},"{'@babel/core': '7.13.0', '@babel/helper-plugin-test-runner': '7.12.13'}",44100,48810055.333333336,124887.79023972602,55,0.9016778983655862,0.7131107861870748,0.8033645829670717,"['292', '277', '293', '294', '295', '296']"
871,@babel/plugin-transform-function-name,7.12.13,Apply ES2015 function.name semantics to all functions,['babel-plugin'],"{'@babel/helper-function-name': '^7.12.13', '@babel/helper-plugin-utils': '^7.12.13'}","{'@babel/core': '7.12.13', '@babel/helper-plugin-test-runner': '7.12.13'}",43941,46024610.0,84507.15791476402,36,0.9016778983655862,0.6953313276801911,0.7915436316334465,"['292', '277', '293', '294', '295', '296']"
872,@babel/plugin-transform-literals,7.12.13,Compile ES2015 unicode string and number literals to ES5,['babel-plugin'],{'@babel/helper-plugin-utils': '^7.12.13'},"{'@babel/core': '7.12.13', '@babel/helper-plugin-test-runner': '7.12.13'}",43943,45753160.0,89815.19178082189,37,0.9016778983655862,0.6968382147051297,0.7857376183912294,"['292', '277', '293', '294', '295', '296']"
873,@babel/plugin-transform-member-expression-literals,7.12.13,Ensure that reserved words are quoted in property accesses,['babel-plugin'],{'@babel/helper-plugin-utils': '^7.12.13'},"{'@babel/core': '7.12.13', '@babel/helper-plugin-test-runner': '7.12.13'}",43943,43757207.333333336,96245.37597031961,102,0.8865592871253334,0.7182032260749461,0.7857376183912294,"['292', '277', '293', '294', '295', '296']"
874,@babel/plugin-transform-modules-amd,7.13.0,This plugin transforms ES2015 modules to AMD,['babel-plugin'],"{'@babel/helper-module-transforms': '^7.13.0', '@babel/helper-plugin-utils': '^7.13.0', 'babel-plugin-dynamic-import-node': '^2.3.3'}","{'@babel/core': '7.13.0', '@babel/helper-plugin-test-runner': '7.12.13'}",44096,46108363.333333336,97814.98843226786,34,0.9016778983655862,0.6973224561978629,0.802750576444516,"['292', '277', '293', '294', '295', '296']"
875,babel-plugin-dynamic-import-node,2.3.3,"Babel plugin to transpile import() to a deferred require(), for node","['babel', 'plugin', 'dynamic', 'import', 'node']",{'object.assign': '^4.1.0'},"{'@babel/core': '^7.9.0', '@babel/plugin-external-helpers': '^7.8.3', '@babel/plugin-transform-template-literals': '^7.8.3', '@babel/preset-env': '^7.9.5', 'airbnb-js-shims': '^2.2.1', 'babel-cli': '^6.26.0', 'babel-core': '^6.26.3', 'babel-eslint': '^9.0.0', 'babel-plugin-add-module-exports': '^0.2.1', 'babel-plugin-external-helpers': '^6.22.0', 'babel-plugin-transform-es2015-template-literals': '^6.22.0', 'babel-plugin-transform-replace-object-assign': '^1.0.0', 'babel-preset-airbnb': '^2.6.0', 'babel-preset-es2015': '^6.24.1', 'babel-register': '^6.26.0', 'eslint': '^6.8.0', 'eslint-config-airbnb-base': '^14.1.0', 'eslint-plugin-import': '^2.20.2', 'in-publish': '^2.0.1', 'rimraf': '^2.7.1', 'safe-publish-latest': '^1.1.4', 'tape': '^5.0.0-next.5'}",644,45991796.0,92974.7072298326,592,0.8800019535154213,0.6121259636584484,0.999894531306083,"['572', '573', '574', '575', '576', '110', '577']"
876,@babel/plugin-transform-modules-commonjs,7.13.8,This plugin transforms ES2015 modules to CommonJS,['babel-plugin'],"{'@babel/helper-module-transforms': '^7.13.0', '@babel/helper-plugin-utils': '^7.13.0', '@babel/helper-simple-access': '^7.12.13', 'babel-plugin-dynamic-import-node': '^2.3.3'}","{'@babel/core': '7.13.8', '@babel/helper-plugin-test-runner': '7.12.13', '@babel/plugin-syntax-object-rest-spread': '^7.8.3'}",44155,51575209.333333336,128722.43251522066,636,0.9016778983655862,0.7845110231220525,0.8059700639664664,"['292', '277', '293', '294', '295', '296']"
877,@babel/plugin-transform-modules-systemjs,7.13.8,This plugin transforms ES2015 modules to SystemJS,['babel-plugin'],"{'@babel/helper-hoist-variables': '^7.13.0', '@babel/helper-module-transforms': '^7.13.0', '@babel/helper-plugin-utils': '^7.13.0', '@babel/helper-validator-identifier': '^7.12.11', 'babel-plugin-dynamic-import-node': '^2.3.3'}","{'@babel/core': '7.13.8', '@babel/helper-plugin-test-runner': '7.12.13', '@babel/plugin-syntax-dynamic-import': '^7.8.3'}",44156,47570553.0,118698.77718797559,24,0.9016778983655862,0.6960855711021389,0.8059700639664664,"['292', '277', '293', '294', '295', '296']"
878,@babel/helper-hoist-variables,7.12.13,Helper function to hoist variables,,{'@babel/types': '^7.12.13'},,43942,42392614.333333336,56322.400646879745,4,0.9016778983655862,0.6543585878760075,0.7128922620848074,"['292', '277', '293', '294', '295', '296']"
879,@babel/plugin-transform-modules-umd,7.13.0,This plugin transforms ES2015 modules to UMD,['babel-plugin'],"{'@babel/helper-module-transforms': '^7.13.0', '@babel/helper-plugin-utils': '^7.13.0'}","{'@babel/core': '7.13.0', '@babel/helper-plugin-test-runner': '7.12.13'}",44099,46363996.666666664,123796.37572298321,52,0.9016778983655862,0.7100655330923169,0.8031587988115383,"['292', '277', '293', '294', '295', '296']"
880,@babel/plugin-transform-named-capturing-groups-regex,7.12.13,Compile regular expressions using named groups to ES5.,"['babel-plugin', 'regex', 'regexp', 'regular expressions']",{'@babel/helper-create-regexp-features-plugin': '^7.12.13'},"{'@babel/core': '7.12.13', '@babel/helper-plugin-test-runner': '7.12.13', 'core-js': '^3.2.1'}",43943,43291967.0,83678.10220700147,9,0.9016778983655862,0.6720302984536951,0.7955602879456057,"['292', '277', '293', '294', '295', '296']"
881,@babel/plugin-transform-new-target,7.10.4,Transforms new.target meta property,['babel-plugin'],{'@babel/helper-plugin-utils': '^7.10.4'},"{'@babel/core': '^7.10.4', '@babel/helper-plugin-test-runner': '^7.10.4', '@babel/plugin-proposal-class-properties': '^7.10.4', '@babel/plugin-transform-arrow-functions': '^7.10.4'}",42865,41346116.0,134316.2002853881,12,0.9563538186525814,0.6823021814446266,0.8629532212889274,"['293', '294', '292', '296', '277', '295']"
882,@babel/plugin-transform-object-super,7.10.4,Compile ES2015 object super to ES5,['babel-plugin'],"{'@babel/helper-plugin-utils': '^7.10.4', '@babel/helper-replace-supers': '^7.10.4'}","{'@babel/core': '^7.10.4', '@babel/helper-plugin-test-runner': '^7.10.4'}",42865,43202706.666666664,140148.9810502283,26,0.9570680242398103,0.6961949987200765,0.8629532212889274,"['293', '294', '292', '296', '277', '295']"
883,@babel/plugin-transform-property-literals,7.12.13,Ensure that reserved words are quoted in object property keys,['babel-plugin'],{'@babel/helper-plugin-utils': '^7.12.13'},"{'@babel/core': '7.12.13', '@babel/helper-plugin-test-runner': '7.12.13'}",43943,43764270.0,96284.96763698634,106,0.8903194659531346,0.7191530077816349,0.7857376183912294,"['292', '277', '293', '294', '295', '296']"
884,@babel/plugin-transform-regenerator,7.12.13,Explode async and generator functions into a state machine.,,{'regenerator-transform': '^0.14.2'},"{'@babel/core': '7.12.13', '@babel/helper-plugin-test-runner': '7.12.13'}",43941,45797222.666666664,72232.56270928466,228,0.9016778983655862,0.7356020250910816,0.8006264960466423,"['292', '277', '293', '294', '295', '296']"
885,regenerator-transform,0.14.5,Explode async and generator functions into a state machine.,"['regenerator', 'runtime', 'generator', 'async']",{'@babel/runtime': '^7.8.4'},"{'@babel/cli': '^7.8.4', '@babel/core': '^7.8.4', '@babel/plugin-transform-runtime': '^7.8.3', '@babel/preset-env': '^7.8.4'}",4789,52896465.0,108565.34741248091,106,0.8235057202008179,0.6410951436558637,0.5754572340580447,['297']
